Drug Name,Condition,Company,Is_Allowed
Exalgo,Any Condition,CIGNA-CNHIC,0
Exalgo,Any Condition,CIGNA-LOYAL,0
Exelon,Any Condition,AETNA,0
Exelon,Any Condition,CIGNA-CHLIC,0
Exelon,Any Condition,ELIPS,0
Exelon,Any Condition,LUMICO,0
Exelon,Any Condition,CIGNA-CNHIC,0
Exelon,Any Condition,CIGNA-LOYAL,0
Exemestane,Any Condition,AETNA,0
Exemestane,Any Condition,CIGNA-CHLIC,0
Exemestane,Any Condition,ELIPS,0
Exemestane,Any Condition,LUMICO,0
Exemestane,Any Condition,CIGNA-CNHIC,0
Exemestane,Any Condition,CIGNA-LOYAL,0
Exservan,Any Condition,AETNA,0
Extavia,Any Condition,AETNA,0
Extavia,Any Condition,ELIPS,0
Extavia,Any Condition,LUMICO,0
Fanapt,Any Condition,CIGNA-CHLIC,0
Fanapt,Any Condition,CIGNA-CNHIC,0
Fanapt,Any Condition,CIGNA-LOYAL,0
Fareston,Any Condition,AETNA,0
Fareston,Any Condition,CIGNA-CHLIC,0
Fareston,Any Condition,ELIPS,0
Fareston,Any Condition,LUMICO,0
Fareston,Any Condition,CIGNA-CNHIC,0
Fareston,Any Condition,CIGNA-LOYAL,0
Farxiga,Any Condition,ELIPS,0
Farxiga,Any Condition,LUMICO,0
Faslodex,Any Condition,AETNA,0
Faslodex,Any Condition,ELIPS,0
Faslodex,Any Condition,LUMICO,0
Felbamate,Any Condition,CIGNA-CHLIC,0
Felbamate,Any Condition,CIGNA-CNHIC,0
Felbamate,Any Condition,CIGNA-LOYAL,0
Felbatol,Any Condition,CIGNA-CHLIC,0
Felbatol,Any Condition,CIGNA-CNHIC,0
Felbatol,Any Condition,CIGNA-LOYAL,0
Femara,Any Condition,AETNA,0
Femara,Any Condition,ELIPS,0
Femara,Any Condition,LUMICO,0
Fensolvi,Any Condition,CIGNA-CHLIC,0
Fensolvi,Any Condition,CIGNA-CNHIC,0
Fensolvi,Any Condition,CIGNA-LOYAL,0
Fentanyl,Any Condition,AETNA,0
Fentanyl,Any Condition,BFAM,0
Fentanyl,Any Condition,CIGNA-CHLIC,0
Fentanyl,Any Condition,ELIPS,0
Fentanyl,Any Condition,LUMICO,0
Fentanyl,Any Condition,CIGNA-CNHIC,0
Fentanyl,Any Condition,CIGNA-LOYAL,0
Fentora,Any Condition,AETNA,0
Fentora,Any Condition,CIGNA-CHLIC,0
Fentora,Any Condition,ELIPS,0
Fentora,Any Condition,LUMICO,0
Fentora,Any Condition,CIGNA-CNHIC,0
Fentora,Any Condition,CIGNA-LOYAL,0
Ferric Citrate,Any Condition,AETNA,0
Filgrastim,Any Condition,AETNA,0
Filgrastim,Any Condition,CIGNA-CHLIC,0
Filgrastim,Any Condition,ELIPS,0
Filgrastim,Any Condition,LUMICO,0
Filgrastim,Any Condition,CIGNA-CNHIC,0
Filgrastim,Any Condition,CIGNA-LOYAL,0
Fingolimod,Any Condition,AETNA,0
Firmagon,Any Condition,CIGNA-CHLIC,0
Firmagon,Any Condition,CIGNA-CNHIC,0
Firmagon,Any Condition,CIGNA-LOYAL,0
Flebogamma Dif,Any Condition,CIGNA-CHLIC,0
Flebogamma Dif,Any Condition,CIGNA-CNHIC,0
Flebogamma Dif,Any Condition,CIGNA-LOYAL,0
Flecainide,Any Condition,AETNA,0
Flecainide,Any Condition,CIGNA-CHLIC,0
Flecainide,Any Condition,CIGNA-CNHIC,0
Flecainide,Any Condition,CIGNA-LOYAL,0
Floxuridine,Any Condition,AETNA,0
Floxuridine,Any Condition,ELIPS,0
Floxuridine,Any Condition,LUMICO,0
Fluoroplex,Any Condition,ELIPS,0
Fluoroplex,Any Condition,LUMICO,0
Fluorouracil,Any Condition,AETNA,0
Fluorouracil,Any Condition,ELIPS,0
Fluorouracil,Any Condition,LUMICO,0
Fluoxetine,Any Condition,CIGNA-CHLIC,0
Fluoxetine,Any Condition,CIGNA-CNHIC,0
Fluoxetine,Any Condition,CIGNA-LOYAL,0
Fluoxetine,Any Condition,ELIPS,0
Fluoxetine,Any Condition,LUMICO,0
Fluphenazine,Any Condition,AETNA,0
Fluphenazine,Any Condition,CIGNA-CHLIC,0
Fluphenazine,Any Condition,ELIPS,0
Fluphenazine,Any Condition,LUMICO,0
Fluphenazine,Any Condition,CIGNA-CNHIC,0
Fluphenazine,Any Condition,CIGNA-LOYAL,0
Flutamide,Any Condition,AETNA,0
Flutamide,Any Condition,CIGNA-CHLIC,0
Flutamide,Any Condition,ELIPS,0
Flutamide,Any Condition,LUMICO,0
Flutamide,Any Condition,CIGNA-CNHIC,0
Flutamide,Any Condition,CIGNA-LOYAL,0
Folex Pfs,Any Condition,AETNA,0
Foltx,Any Condition,AETNA,0
Forteo,Any Condition,AETNA,0
Forteo,Any Condition,CIGNA-CHLIC,0
Forteo,Any Condition,CIGNA-CNHIC,0
Forteo,Any Condition,CIGNA-LOYAL,0
Fortovase,Any Condition,ELIPS,0
Fortovase,Any Condition,LUMICO,0
Fosamprenavir,Any Condition,CIGNA-CHLIC,0
Fosamprenavir,Any Condition,CIGNA-CNHIC,0
Fosamprenavir,Any Condition,CIGNA-LOYAL,0
Foscarnet,Any Condition,AETNA,0
Fosrenol,Any Condition,AETNA,0
Fosrenol,Any Condition,CIGNA-CHLIC,0
Fosrenol,Any Condition,CIGNA-CNHIC,0
Fosrenol,Any Condition,CIGNA-LOYAL,0
Fosteum,Any Condition,AETNA,0
FUDR,Any Condition,AETNA,0
FUDR,Any Condition,ELIPS,0
FUDR,Any Condition,LUMICO,0
Fulvestrant,Any Condition,AETNA,0
Fulvestrant,Any Condition,ELIPS,0
Fulvestrant,Any Condition,LUMICO,0
Fumarate,Any Condition,CIGNA-CHLIC,0
Fumarate,Any Condition,CIGNA-CNHIC,0
Fumarate,Any Condition,CIGNA-LOYAL,0
Furosemide,Any Condition,ELIPS,0
Furosemide,Any Condition,LUMICO,0
Furosemide ,Any Condition,BFAM,0
Furosemide (More Than 40 Mg),Any Condition,AETNA,0
Fylnetra,Any Condition,CIGNA-CHLIC,0
Fylnetra,Any Condition,CIGNA-CNHIC,0
Fylnetra,Any Condition,CIGNA-LOYAL,0
Gablofen,Any Condition,ELIPS,0
Gablofen,Any Condition,LUMICO,0
Galantamine,Any Condition,AETNA,0
Galantamine,Any Condition,BFAM,0
Galantamine,Any Condition,CIGNA-CHLIC,0
Galantamine,Any Condition,ELIPS,0
Galantamine,Any Condition,LUMICO,0
Galantamine,Any Condition,CIGNA-CNHIC,0
Galantamine,Any Condition,CIGNA-LOYAL,0
Gamastan,Any Condition,CIGNA-CHLIC,0
Gamastan,Any Condition,CIGNA-CNHIC,0
Gamastan,Any Condition,CIGNA-LOYAL,0
Gamastan S/D,Any Condition,AETNA,0
Gammagard,Any Condition,CIGNA-CHLIC,0
Gammagard,Any Condition,CIGNA-CNHIC,0
Gammagard,Any Condition,CIGNA-LOYAL,0
Gammaked,Any Condition,CIGNA-CHLIC,0
Gammaked,Any Condition,CIGNA-CNHIC,0
Gammaked,Any Condition,CIGNA-LOYAL,0
Gammaplex,Any Condition,CIGNA-CHLIC,0
Gammaplex,Any Condition,CIGNA-CNHIC,0
Gammaplex,Any Condition,CIGNA-LOYAL,0
Gamunex-C,Any Condition,CIGNA-CHLIC,0
Gamunex-C,Any Condition,CIGNA-CNHIC,0
Gamunex-C,Any Condition,CIGNA-LOYAL,0
Gefitinib,Any Condition,AETNA,0
Gefitinib,Any Condition,ELIPS,0
Gefitinib,Any Condition,LUMICO,0
Gemtuzumab,Any Condition,AETNA,0
Gengraf,Any Condition,AETNA,0
Gengraf,Any Condition,CIGNA-CHLIC,0
Gengraf,Any Condition,ELIPS,0
Gengraf,Any Condition,LUMICO,0
Gengraf,Any Condition,CIGNA-CNHIC,0
Gengraf,Any Condition,CIGNA-LOYAL,0
Genvoya,Any Condition,AETNA,0
Geodon,Any Condition,AETNA,0
Geodon,Any Condition,CIGNA-CHLIC,0
Geodon,Any Condition,ELIPS,0
Geodon,Any Condition,LUMICO,0
Geodon,Any Condition,CIGNA-CNHIC,0
Geodon,Any Condition,CIGNA-LOYAL,0
Gerimal,Any Condition,CIGNA-CHLIC,0
Gerimal,Any Condition,CIGNA-CNHIC,0
Gerimal,Any Condition,CIGNA-LOYAL,0
Gilenya,Any Condition,AETNA,0
Glatiramer,Any Condition,AETNA,0
Glatiramer Acetate,Any Condition,AETNA,0
Glatiramer Acetate,Any Condition,CIGNA-CHLIC,0
Glatiramer Acetate,Any Condition,CIGNA-CNHIC,0
Glatiramer Acetate,Any Condition,CIGNA-LOYAL,0
Glatopa,Any Condition,AETNA,0
Glatopa,Any Condition,CIGNA-CHLIC,0
Glatopa,Any Condition,CIGNA-CNHIC,0
Glatopa,Any Condition,CIGNA-LOYAL,0
Glecaprevir And Pibrentasvir,Any Condition,AETNA,0
Gleevec,Any Condition,AETNA,0
Gleevec,Any Condition,CIGNA-CHLIC,0
Gleevec,Any Condition,ELIPS,0
Gleevec,Any Condition,LUMICO,0
Gleevec,Any Condition,CIGNA-CNHIC,0
Gleevec,Any Condition,CIGNA-LOYAL,0
Gleostine,Any Condition,ELIPS,0
Gleostine,Any Condition,LUMICO,0
Glipizide,Any Condition,ELIPS,0
Glipizide,Any Condition,LUMICO,0
Glucotrol,Any Condition,ELIPS,0
Glucotrol,Any Condition,LUMICO,0
Gocovri,Any Condition,AETNA,0
Gold,Any Condition,ELIPS,0
Gold,Any Condition,LUMICO,0
Gold Sodium Thiomalate,Any Condition,AETNA,0
Golimumab,Any Condition,AETNA,0
Golimumab,Any Condition,CIGNA-CHLIC,0
Golimumab,Any Condition,ELIPS,0
Golimumab,Any Condition,LUMICO,0
Golimumab,Any Condition,CIGNA-CNHIC,0
Golimumab,Any Condition,CIGNA-LOYAL,0
Goserelin,Any Condition,AETNA,0
Goserelin,Any Condition,ELIPS,0
Goserelin,Any Condition,LUMICO,0
Granix,Any Condition,AETNA,0
Granix,Any Condition,CIGNA-CHLIC,0
Granix,Any Condition,ELIPS,0
Granix,Any Condition,LUMICO,0
Granix,Any Condition,CIGNA-CNHIC,0
Granix,Any Condition,CIGNA-LOYAL,0
Gravitor,Any Condition,ELIPS,0
Gravitor,Any Condition,LUMICO,0
Grazoprevir,Any Condition,AETNA,0
Haldol,Any Condition,AETNA,0
Haldol,Any Condition,CIGNA-CHLIC,0
Haldol,Any Condition,CIGNA-CNHIC,0
Haldol,Any Condition,CIGNA-LOYAL,0
Haloperidol,Any Condition,AETNA,0
Haloperidol,Any Condition,CIGNA-CHLIC,0
Haloperidol,Any Condition,ELIPS,0
Haloperidol,Any Condition,LUMICO,0
Haloperidol,Any Condition,CIGNA-CNHIC,0
Haloperidol,Any Condition,CIGNA-LOYAL,0
Harvoni,Any Condition,AETNA,0
Harvoni,Any Condition,ELIPS,0
Harvoni,Any Condition,LUMICO,0
Hecoria,Any Condition,AETNA,0
Hecoria,Any Condition,CIGNA-CHLIC,0
Hecoria,Any Condition,CIGNA-CNHIC,0
Hecoria,Any Condition,CIGNA-LOYAL,0
Hectorol,Any Condition,AETNA,1
Hectorol,Any Condition,BFAM,0
Herceptin,Any Condition,AETNA,0
Herceptin,Any Condition,ELIPS,0
Herceptin,Any Condition,LUMICO,0
Histrelin,Any Condition,AETNA,0
Hizentra,Any Condition,AETNA,0
Hizentra,Any Condition,CIGNA-CHLIC,0
Hizentra,Any Condition,ELIPS,0
Hizentra,Any Condition,LUMICO,0
Hizentra,Any Condition,CIGNA-CNHIC,0
Hizentra,Any Condition,CIGNA-LOYAL,0
Humalog,Any Condition,ELIPS,0
Humalog,Any Condition,LUMICO,0
Humira,Any Condition,AETNA,0
Humira,Any Condition,CIGNA-CHLIC,0
Humira,Any Condition,ELIPS,0
Humira,Any Condition,LUMICO,0
Humira,Any Condition,CIGNA-CNHIC,0
Humira,Any Condition,CIGNA-LOYAL,0
Humulin R U-500,Any Condition,BFAM,0
Hyaluronidase-FIHJ,Any Condition,CIGNA-CHLIC,0
Hyaluronidase-FIHJ,Any Condition,CIGNA-CNHIC,0
Hyaluronidase-FIHJ,Any Condition,CIGNA-LOYAL,0
Hyaluronidase-ZZXF,Any Condition,CIGNA-CHLIC,0
Hyaluronidase-ZZXF,Any Condition,CIGNA-CNHIC,0
Hyaluronidase-ZZXF,Any Condition,CIGNA-LOYAL,0
Hydergine,Any Condition,AETNA,0
Hydergine,Any Condition,CIGNA-CHLIC,0
Hydergine,Any Condition,ELIPS,0
Hydergine,Any Condition,LUMICO,0
Hydergine,Any Condition,CIGNA-CNHIC,0
Hydergine,Any Condition,CIGNA-LOYAL,0
Hydralazine And Isosorbide Dinitrate,Any Condition,AETNA,0
Hydrea,Any Condition,AETNA,0
Hydrea,Any Condition,BFAM,0
Hydrea,Any Condition,CIGNA-CHLIC,0
Hydrea,Any Condition,ELIPS,0
Hydrea,Any Condition,LUMICO,0
Hydrea,Any Condition,CIGNA-CNHIC,0
Hydrea,Any Condition,CIGNA-LOYAL,0
Hydromorphone,Any Condition,BFAM,0
Hydromorphone,Any Condition,CIGNA-CHLIC,0
Hydromorphone,Any Condition,CIGNA-CNHIC,0
Hydromorphone,Any Condition,CIGNA-LOYAL,0
Hydromorphone HCL,Any Condition,ELIPS,0
Hydromorphone HCL,Any Condition,LUMICO,0
Hydroquin,Any Condition,ELIPS,0
Hydroquin,Any Condition,LUMICO,0
Hydroxychloroquine,Any Condition,CIGNA-CHLIC,0
Hydroxychloroquine,Any Condition,ELIPS,0
Hydroxychloroquine,Any Condition,LUMICO,0
Hydroxychloroquine,Any Condition,CIGNA-CNHIC,0
Hydroxychloroquine,Any Condition,CIGNA-LOYAL,0
Hydroxyurea,Any Condition,AETNA,0
Hydroxyurea,Any Condition,BFAM,0
Hydroxyurea,Any Condition,CIGNA-CHLIC,0
Hydroxyurea,Any Condition,ELIPS,0
Hydroxyurea,Any Condition,LUMICO,0
Hydroxyurea,Any Condition,CIGNA-CNHIC,0
Hydroxyurea,Any Condition,CIGNA-LOYAL,0
Hylan G-F 20,Any Condition,AETNA,0
HyQvia,Any Condition,CIGNA-CHLIC,0
HyQvia,Any Condition,ELIPS,0
HyQvia,Any Condition,LUMICO,0
HyQvia,Any Condition,CIGNA-CNHIC,0
HyQvia,Any Condition,CIGNA-LOYAL,0
Hydroxychloroquine,Any Condition,BFAM,0
Ibrance,Any Condition,AETNA,0
Ibrance,Any Condition,BFAM,0
Ibrance,Any Condition,ELIPS,0
Ibrance,Any Condition,LUMICO,0
Ibrutinib,Any Condition,AETNA,0
Ibrutinib,Any Condition,CIGNA-CHLIC,0
Ibrutinib,Any Condition,ELIPS,0
Ibrutinib,Any Condition,LUMICO,0
Ibrutinib,Any Condition,CIGNA-CNHIC,0
Ibrutinib,Any Condition,CIGNA-LOYAL,0
Ilaris,Any Condition,CIGNA-CHLIC,0
Ilaris,Any Condition,CIGNA-CNHIC,0
Ilaris,Any Condition,CIGNA-LOYAL,0
Iloperidone,Any Condition,CIGNA-CHLIC,0
Iloperidone,Any Condition,CIGNA-CNHIC,0
Iloperidone,Any Condition,CIGNA-LOYAL,0
Ilozyme,Any Condition,AETNA,0
Imatinib,Any Condition,AETNA,0
Imatinib,Any Condition,CIGNA-CHLIC,0
Imatinib,Any Condition,CIGNA-CNHIC,0
Imatinib,Any Condition,CIGNA-LOYAL,0
Imatinib,Any Condition,ELIPS,0
Imatinib,Any Condition,LUMICO,0
Imbruvica,Any Condition,AETNA,0
Imbruvica,Any Condition,CIGNA-CHLIC,0
Imbruvica,Any Condition,ELIPS,0
Imbruvica,Any Condition,LUMICO,0
Imbruvica,Any Condition,CIGNA-CNHIC,0
Imbruvica,Any Condition,CIGNA-LOYAL,0
Immune Globulin,Any Condition,CIGNA-CHLIC,0
Immune Globulin,Any Condition,CIGNA-CNHIC,0
Immune Globulin,Any Condition,CIGNA-LOYAL,0
Imuran,Any Condition,AETNA,0
Imuran,Any Condition,BFAM,0
Imuran,Any Condition,CIGNA-CHLIC,0
Imuran,Any Condition,ELIPS,0
Imuran,Any Condition,LUMICO,0
Imuran,Any Condition,CIGNA-CNHIC,0
Imuran,Any Condition,CIGNA-LOYAL,0
Inbrija,Any Condition,AETNA,0
Inclisiran Sodium,Any Condition,CIGNA-CHLIC,0
Inclisiran Sodium,Any Condition,CIGNA-CNHIC,0
Inclisiran Sodium,Any Condition,CIGNA-LOYAL,0
Incruse Ellipta,Any Condition,BFAM,0
Indinavir,Any Condition,AETNA,0
Indinavir,Any Condition,ELIPS,0
Indinavir,Any Condition,LUMICO,0
Inflectra,Any Condition,AETNA,0
Inflectra,Any Condition,CIGNA-CHLIC,0
Inflectra,Any Condition,CIGNA-CNHIC,0
Inflectra,Any Condition,CIGNA-LOYAL,0
Infliximab,Any Condition,AETNA,0
Infliximab,Any Condition,CIGNA-CHLIC,0
Infliximab,Any Condition,ELIPS,0
Infliximab,Any Condition,LUMICO,0
Infliximab,Any Condition,CIGNA-CNHIC,0
Infliximab,Any Condition,CIGNA-LOYAL,0
Infumorph,Any Condition,CIGNA-CHLIC,0
Infumorph,Any Condition,ELIPS,0
Infumorph,Any Condition,LUMICO,0
Infumorph,Any Condition,CIGNA-CNHIC,0
Infumorph,Any Condition,CIGNA-LOYAL,0
Inotersen Sodium,Any Condition,CIGNA-CHLIC,0
Inotersen Sodium,Any Condition,CIGNA-CNHIC,0
Inotersen Sodium,Any Condition,CIGNA-LOYAL,0
Insentress,Any Condition,CIGNA-CHLIC,0
Insentress,Any Condition,CIGNA-CNHIC,0
Insentress,Any Condition,CIGNA-LOYAL,0
Inspra,Any Condition,BFAM,0
Insulin,Any Condition,AETNA,0
Insulin Detemir,Any Condition,ELIPS,0
Insulin Detemir,Any Condition,LUMICO,0
Insulin Human,Any Condition,ELIPS,0
Insulin Human,Any Condition,LUMICO,0
Insulin Lispro,Any Condition,ELIPS,0
Insulin Lispro,Any Condition,LUMICO,0
Insulin Protamine,Any Condition,ELIPS,0
Insulin Protamine,Any Condition,LUMICO,0
Intelence,Any Condition,CIGNA-CHLIC,0
Intelence,Any Condition,CIGNA-CNHIC,0
Intelence,Any Condition,CIGNA-LOYAL,0
Interferon,Any Condition,ELIPS,0
Interferon,Any Condition,LUMICO,0
Interferon Alfa-2A,Any Condition,AETNA,0
Interferon Alfa-2A,Any Condition,CIGNA-CHLIC,0
Interferon Alfa-2A,Any Condition,CIGNA-CNHIC,0
Interferon Alfa-2A,Any Condition,CIGNA-LOYAL,0
Interferon Alfa-2B,Any Condition,AETNA,0
Interferon Alfa-2B,Any Condition,CIGNA-CHLIC,0
Interferon Alfa-2B,Any Condition,CIGNA-CNHIC,0
Interferon Alfa-2B,Any Condition,CIGNA-LOYAL,0
Interferon Beta (-1A Or -1B),Any Condition,AETNA,0
Interferon Beta-1A,Any Condition,CIGNA-CHLIC,0
Interferon Beta-1A,Any Condition,ELIPS,0
Interferon Beta-1A,Any Condition,LUMICO,0
Interferon Beta-1A,Any Condition,CIGNA-CNHIC,0
Interferon Beta-1A,Any Condition,CIGNA-LOYAL,0
Interferon Gamma,Any Condition,AETNA,0
Interferon Gamma-1B,Any Condition,ELIPS,0
Interferon Gamma-1B,Any Condition,LUMICO,0
Intron A,Any Condition,AETNA,0
Intron A,Any Condition,CIGNA-CHLIC,0
Intron A,Any Condition,CIGNA-CNHIC,0
Intron A,Any Condition,CIGNA-LOYAL,0
Invega,Any Condition,AETNA,0
Invega,Any Condition,CIGNA-CHLIC,0
Invega,Any Condition,CIGNA-CNHIC,0
Invega,Any Condition,CIGNA-LOYAL,0
Invirase,Any Condition,ELIPS,0
Invirase,Any Condition,LUMICO,0
Iodine L 131,Any Condition,AETNA,0
Ionsys,Any Condition,CIGNA-CHLIC,0
Ionsys,Any Condition,CIGNA-CNHIC,0
Ionsys,Any Condition,CIGNA-LOYAL,0
Ipratropium,Any Condition,BFAM,0
Ipratropium,Any Condition,ELIPS,0
Ipratropium,Any Condition,LUMICO,0
Iressa,Any Condition,AETNA,0
Iressa,Any Condition,ELIPS,0
Iressa,Any Condition,LUMICO,0
Isentress,Any Condition,AETNA,0
Isentress,Any Condition,ELIPS,0
Isentress,Any Condition,LUMICO,0
Istradefylline,Any Condition,AETNA,0
Ivabradine,Any Condition,AETNA,0
Ixazomib,Any Condition,AETNA,0
Ixekizumab,Any Condition,CIGNA-CHLIC,0
Ixekizumab,Any Condition,CIGNA-CNHIC,0
Ixekizumab,Any Condition,CIGNA-LOYAL,0
Jakafi,Any Condition,AETNA,0
Jakafi,Any Condition,ELIPS,0
Jakafi,Any Condition,LUMICO,0
Januvia,Any Condition,ELIPS,0
Januvia,Any Condition,LUMICO,0
Juluca (Dolutegravir And Rilpivirine),Any Condition,AETNA,0
Kadian,Any Condition,AETNA,0
Kadian,Any Condition,CIGNA-CHLIC,0
Kadian,Any Condition,ELIPS,0
Kadian,Any Condition,LUMICO,0
Kadian,Any Condition,CIGNA-CNHIC,0
Kadian,Any Condition,CIGNA-LOYAL,0
Kaletra,Any Condition,AETNA,0
Kemadrin,Any Condition,ELIPS,0
Kemadrin,Any Condition,LUMICO,0
Keppra,Any Condition,CIGNA-CHLIC,0
Keppra,Any Condition,CIGNA-CNHIC,0
Keppra,Any Condition,CIGNA-LOYAL,0
Kesimpta,Any Condition,CIGNA-CHLIC,0
Kesimpta,Any Condition,CIGNA-CNHIC,0
Kesimpta,Any Condition,CIGNA-LOYAL,0
Keytruda,Any Condition,AETNA,0
Kineret,Any Condition,AETNA,0
Kineret,Any Condition,CIGNA-CHLIC,0
Kineret,Any Condition,CIGNA-CNHIC,0
Kineret,Any Condition,CIGNA-LOYAL,0
Kisqali,Any Condition,AETNA,0
Kutrase,Any Condition,AETNA,0
Ku-Zyme,Any Condition,AETNA,0
Lacosamide,Any Condition,CIGNA-CHLIC,0
Lacosamide,Any Condition,CIGNA-CNHIC,0
Lacosamide,Any Condition,CIGNA-LOYAL,0
Lactulose,Any Condition,ELIPS,0
Lactulose,Any Condition,LUMICO,0
Lamictal,Any Condition,BFAM,0
Lamictal,Any Condition,CIGNA-CHLIC,0
Lamictal,Any Condition,CIGNA-CNHIC,0
Lamictal,Any Condition,CIGNA-LOYAL,0
Lamivudine,Any Condition,CIGNA-CHLIC,0
Lamivudine,Any Condition,CIGNA-CNHIC,0
Lamivudine,Any Condition,CIGNA-LOYAL,0
Lamivudine (Alone And In Combination),Any Condition,AETNA,0
Lamivudine And Zidovudine,Any Condition,ELIPS,0
Lamivudine And Zidovudine,Any Condition,LUMICO,0
Lamotrigine,Any Condition,BFAM,0
Lamotrigine,Any Condition,CIGNA-CHLIC,0
Lamotrigine,Any Condition,CIGNA-CNHIC,0
Lamotrigine,Any Condition,CIGNA-LOYAL,0
Lanoxin,Any Condition,ELIPS,0
Lanoxin,Any Condition,LUMICO,0
Lanthanum,Any Condition,CIGNA-CHLIC,0
Lanthanum,Any Condition,CIGNA-CNHIC,0
Lanthanum,Any Condition,CIGNA-LOYAL,0
Lanthanum Carbonate,Any Condition,AETNA,0
Lantus,Any Condition,AETNA,0
Lantus,Any Condition,ELIPS,0
Lantus,Any Condition,LUMICO,0
Lapase,Any Condition,AETNA,0
Lasix,Any Condition,BFAM,0
Lasix (More Than 40 Mg),Any Condition,AETNA,0
Lasix >60mg/day,Any Condition,ELIPS,0
Lasix >60mg/day,Any Condition,LUMICO,0
Latuda,Any Condition,AETNA,0
Latuda,Any Condition,CIGNA-CHLIC,0
Latuda,Any Condition,ELIPS,0
Latuda,Any Condition,LUMICO,0
Latuda,Any Condition,CIGNA-CNHIC,0
Latuda,Any Condition,CIGNA-LOYAL,0
Lazanda,Any Condition,CIGNA-CHLIC,0
Lazanda,Any Condition,CIGNA-CNHIC,0
Lazanda,Any Condition,CIGNA-LOYAL,0
L-Dopa,Any Condition,ELIPS,0
L-Dopa,Any Condition,LUMICO,0
Ledipasvir,Any Condition,AETNA,0
Ledipasvir-Sofosbuvir,Any Condition,AETNA,0
Ledipasvir-Sofosbuvir,Any Condition,ELIPS,0
Ledipasvir-Sofosbuvir,Any Condition,LUMICO,0
Leflunomide,Any Condition,AETNA,0
Leflunomide,Any Condition,CIGNA-CHLIC,0
Leflunomide,Any Condition,ELIPS,0
Leflunomide,Any Condition,LUMICO,0
Leflunomide,Any Condition,CIGNA-CNHIC,0
Leflunomide,Any Condition,CIGNA-LOYAL,0
Lemtrada,Any Condition,AETNA,0
Lenalidomide,Any Condition,AETNA,0
Lenalidomide,Any Condition,CIGNA-CHLIC,0
Lenalidomide,Any Condition,ELIPS,0
Lenalidomide,Any Condition,LUMICO,0
Lenalidomide,Any Condition,CIGNA-CNHIC,0
Lenalidomide,Any Condition,CIGNA-LOYAL,0
Leqvio,Any Condition,CIGNA-CHLIC,0
Leqvio,Any Condition,CIGNA-CNHIC,0
Leqvio,Any Condition,CIGNA-LOYAL,0
Letrozole,Any Condition,AETNA,0
Letrozole,Any Condition,ELIPS,0
Letrozole,Any Condition,LUMICO,0
Leucovorin,Any Condition,CIGNA-CHLIC,0
Leucovorin,Any Condition,CIGNA-CNHIC,0
Leucovorin,Any Condition,CIGNA-LOYAL,0
Leukeran,Any Condition,AETNA,0
Leukeran,Any Condition,CIGNA-CHLIC,0
Leukeran,Any Condition,ELIPS,0
Leukeran,Any Condition,LUMICO,0
Leukeran,Any Condition,CIGNA-CNHIC,0
Leukeran,Any Condition,CIGNA-LOYAL,0
Leuprolide,Any Condition,AETNA,0
Leuprolide,Any Condition,CIGNA-CHLIC,0
Leuprolide,Any Condition,CIGNA-CNHIC,0
Leuprolide,Any Condition,CIGNA-LOYAL,0
Leveiracetam,Any Condition,CIGNA-CHLIC,0
Leveiracetam,Any Condition,CIGNA-CNHIC,0
Leveiracetam,Any Condition,CIGNA-LOYAL,0
Levemir,Any Condition,ELIPS,0
Levemir,Any Condition,LUMICO,0
Levodopa,Any Condition,BFAM,0
Levodopa,Any Condition,ELIPS,0
Levodopa,Any Condition,LUMICO,0
Lexiva,Any Condition,CIGNA-CHLIC,0
Lexiva,Any Condition,CIGNA-CNHIC,0
Lexiva,Any Condition,CIGNA-LOYAL,0
Lioresal,Any Condition,ELIPS,0
Lioresal,Any Condition,LUMICO,0
Lipram,Any Condition,AETNA,0
Lithane,Any Condition,AETNA,0
Lithane,Any Condition,CIGNA-CHLIC,0
Lithane,Any Condition,CIGNA-CNHIC,0
Lithane,Any Condition,CIGNA-LOYAL,0
Lithium,Any Condition,AETNA,0
Lithium,Any Condition,BFAM,0
Lithium,Any Condition,CIGNA-CHLIC,0
Lithium,Any Condition,ELIPS,0
Lithium,Any Condition,LUMICO,0
Lithium,Any Condition,CIGNA-CNHIC,0
Lithium,Any Condition,CIGNA-LOYAL,0
Lithium Carbonate,Any Condition,ELIPS,0
Lithium Carbonate,Any Condition,LUMICO,0
Lithobid,Any Condition,AETNA,0
Lithobid,Any Condition,CIGNA-CHLIC,0
Lithobid,Any Condition,ELIPS,0
Lithobid,Any Condition,LUMICO,0
Lithobid,Any Condition,CIGNA-CNHIC,0
Lithobid,Any Condition,CIGNA-LOYAL,0
Lithonate,Any Condition,CIGNA-CHLIC,0
Lithonate,Any Condition,CIGNA-CNHIC,0
Lithonate,Any Condition,CIGNA-LOYAL,0
Lithotabs,Any Condition,CIGNA-CHLIC,0
Lithotabs,Any Condition,CIGNA-CNHIC,0
Lithotabs,Any Condition,CIGNA-LOYAL,0
Lodosyn,Any Condition,ELIPS,0
Lodosyn,Any Condition,LUMICO,0
Lomustine,Any Condition,AETNA,0
Lomustine,Any Condition,CIGNA-CHLIC,0
Lomustine,Any Condition,ELIPS,0
Lomustine,Any Condition,LUMICO,0
Lomustine,Any Condition,CIGNA-CNHIC,0
Lomustine,Any Condition,CIGNA-LOYAL,0
